idx,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0,0.03317818925601758,0.005435401369351077,-0.026252851073031963,-0.008714117029416879,0.020743210068754077,-0.0054101842832595115,-0.0996650487738853,-0.03476145861576159,0.07803579099415231,-0.01289664636310136,-0.04482359246200189,0.012485037720031799
1,0.024551480333888702,0.005615338218014604,-0.016038635291430813,-0.006913475610409059,0.02170510576993937,-0.0007967318926754285,-0.09142786960424418,-0.03333954920386993,0.08000237870399793,-0.014194082127805936,-0.04580384745727473,0.01430209099121403
2,0.018331571616614264,0.00036108072434376526,-0.01268767187255769,-0.0033107222854202867,0.02134932704642113,-0.0013860131577617396,-0.07985318692101379,-0.038023657502225805,0.07555143292734218,-0.018533110075500993,-0.05060888296897377,0.015336453497550374
3,0.013886590008017539,-0.0048660196729004845,-0.014538282050145929,0.0013134576114173513,0.017657333586471223,-0.0028368584530182595,-0.06853056825736942,-0.045767341835087766,0.07196846916131458,-0.021042115611800437,-0.05595333907898721,0.012652636221170712
4,0.011799955875014348,-0.009026056604133505,-0.012921771100158061,0.0045343345248642225,0.010139230594056317,-0.0008576736198874536,-0.06756656612723244,-0.052822422786911474,0.07170488956814225,-0.017841395373856157,-0.05768611123581906,0.00880737853756831
5,0.010394205334678816,-0.007821068272608644,-0.007703528132146229,0.004138224669438181,0.004258778990435761,0.0024587786841463073,-0.06509618737377273,-0.055551537589315844,0.07213831696489577,-0.012084523733114562,-0.05651313486040713,0.008686457478154934
6,0.010038440908053382,-0.003924528858017272,-0.004218700370814548,0.0016899815131954724,0.004755367872051487,0.004132639431895922,-0.06361217409443128,-0.053289894024637144,0.07203579529265876,-0.010829186063781533,-0.056204773569747526,0.011472465853107915
7,0.012605885097310235,-0.005056807049866753,-0.003997070210553552,0.007871570534117509,0.0073161092111261854,0.0034072357247044646,-0.06369828974071352,-0.05054339102515727,0.07233166294497148,-0.01601250485998499,-0.05923095956421193,0.012746523357281579
8,0.0066412129153175375,-0.007621430994417797,-0.0060580964687806,0.010687347604448769,0.011096917303223815,0.00015391886599208648,-0.06407592306187453,-0.0500617809510879,0.07218704050569079,-0.02173355007703149,-0.0638753463562074,0.012736307030914319
9,0.005449395908436783,-0.013256991079960534,-0.009887067619252503,0.011915258020778793,0.01357387372449408,-0.003859738628989008,-0.06415547135140846,-0.04920609090065599,0.06931890819841001,-0.023432973566756922,-0.0667231926881509,0.015405752851585934
10,0.011460833330439553,-0.01216412480551022,-0.013489224695504766,0.009036930675270477,0.01368110434665736,-0.004896318539751698,-0.06417095083282374,-0.04691478083329674,0.06430349733720064,-0.02266897144857232,-0.0681120826230943,0.020398689874542048
11,0.010532353331105738,-0.006314356419003714,-0.012440631998006116,0.004346331322580825,0.01447692395557126,-0.004524385727694855,-0.06419889990620009,-0.04572078911879206,0.06038533614815549,-0.01999024090398311,-0.07013133248666484,0.023191279655143213
12,0.008440468933246455,-0.003188375323034752,-0.012420128647927953,0.0010458108807368457,0.015958325338623916,-0.0045005007732749555,-0.06427973820201825,-0.04574684065968328,0.06024436344199667,-0.014590978743853254,-0.07181255909550349,0.023024393785775546
13,0.010195418089928979,-0.0018076202663993915,-0.011359523357063559,0.0006282449591828373,0.015425566177895297,-0.0029176421858679996,-0.06452994224897912,-0.04433729660170806,0.06495632103238218,-0.014083866162726437,-0.07103677731752013,0.02377939735604035
14,0.0018257383030269927,-0.003351516100785275,-0.007713645737839135,0.007158500675186433,0.009013941188898275,-0.0015915137531902074,-0.06461684136965526,-0.041965140056052744,0.07220385367457989,-0.01775653328562584,-0.0671218396639961,0.02597471725843931
15,0.0010290657353899564,-0.0060449501068813305,-0.0032269480768955874,0.004731421753533374,-0.0024965833712207244,-0.00103322917198247,-0.06383989983275676,-0.042028242077716604,0.07690966187460659,-0.014044605279106524,-0.060318147721184545,0.02592575770271553
16,0.006911597599342019,-0.007512549894369995,0.0005587680831184594,0.0015520473183780054,-0.0010648190203020342,-0.0004165479984467313,-0.0613999023055723,-0.0443633553721354,0.07645682646210111,-0.00868727291124674,-0.05258766152252975,0.02577195455931879
17,0.010227914672510996,-0.003696712685119209,0.0025640833180540015,0.000681684949455405,0.002992226003352024,0.0007368797915252578,-0.056904877548127814,-0.045514199889681514,0.07258328985234166,-0.0073524624761091215,-0.04742054193732485,0.025787321272281435
18,0.009070806886587634,0.007670895375577386,0.0020147311969483384,-0.005465702929171017,0.0042467062182109695,0.0038230877984129392,-0.053093048080796144,-0.04577205798342179,0.06928098998459996,-0.007401875878835111,-0.04635777905910321,0.02623986505622484
19,0.008244108773082438,-0.0065895065183208396,-0.002403400581527753,0.006387232451338654,0.007398736129839153,0.0017421753995650428,-0.054687344822636194,-0.048035848632599576,0.06893568561134357,-0.0077330427234519675,-0.047554824023108025,0.025851174108097754
20,0.00273388405550834,-0.004183512305660497,-5.8975483094768355e-05,0.010654791744890209,0.002700132315629266,-0.0002014080231327979,-0.04946642209026632,-0.04621582670301495,0.0693772220327071,-0.007328735256838109,-0.05181447384716231,0.02095530668704755
21,-0.006827184719653642,-0.00025605950152915447,0.006934734231698285,0.005492913949644462,-0.0056402571037209755,0.0037103272391067407,-0.04114642538302681,-0.02011081141306759,0.06991792974458454,-0.009674118739429222,-0.05734188202615868,0.006712809002081946
22,-0.027509533339028766,-0.00034743003188493493,0.02270961302373592,0.02041427674880284,-0.021595984305630735,0.012975544692106274,-0.019522143748431885,0.04890026805688306,0.0795841989601262,-0.015608747094265775,-0.07815636574689792,-0.01949737276341923
23,-0.04179115949177523,0.0009909369527005205,0.04057435854624291,0.031042847764459508,-0.04003998141602225,0.014693646305508474,0.012434957592150964,0.13577110679987794,0.11177154147411833,-0.020598494404855387,-0.11039690598006234,-0.05270824935903311
24,-0.05574859032085199,-0.0013749510773762158,0.053416064273752326,0.03909508451666924,-0.047741054672022235,0.021238896044630477,0.045029310190396514,0.2379956896902887,0.19406717118279926,-0.012207609511517246,-0.13740857058722128,-0.0795105661623787
25,-0.04353197318131825,0.001736168924398325,0.061741542536744944,0.034435173235033215,-0.04222104987885903,0.029189430645827324,0.07212075002977025,0.36746080486653104,0.32947799081734314,0.024776463510765265,-0.1401851355473504,-0.08705625592718684
26,-0.033719125689029655,0.03136623446869254,0.06398004625198286,0.003329014399187688,-0.030683410183406437,0.049409545360432496,0.09352146287223487,0.5154008511786404,0.48096170474687433,0.100392449312879,-0.110401786932448,-0.07181762866462478
27,0.005771747887413078,0.053716578943208415,0.06080045572566266,-0.031119232487361474,-0.024707041090663413,0.061544215352683444,0.10616023306060407,0.6682544500912811,0.6250632845463556,0.22300886616353208,-0.050063560716428715,-0.038622412298243064
28,0.032605217752337566,0.08178063074341027,0.05168295956231744,-0.056147819281428396,-0.0075485485415913225,0.06840207087117964,0.09684676968317141,0.7766525432332534,0.7381179043481235,0.3593706975492775,0.0369190990225543,0.010771559895288961
29,0.07807728325569943,0.12688876516141126,0.046945540639183214,-0.09770227101332088,0.021516603767754966,0.08687207052524815,0.05268772963528812,0.7610206800657354,0.8352426976289868,0.5179730179074589,0.17002364527821065,0.08513236504798441
30,0.1682390230270524,0.20718978356501813,0.03736763960645445,-0.18480893446967625,0.06655784979781952,0.12216545354752023,0.006954576370562154,0.7222394447604141,0.9515977316890646,0.7302035915401269,0.3542093984334152,0.18998098552790843
31,0.2817192264876997,0.29185895704691056,0.01099627892065631,-0.2853496426775613,0.1364374813242989,0.15232635366718542,-0.08426405448809024,0.6083329538641926,1.0806883366488393,1.0040269758309415,0.6551305489088559,0.3446018163836406
32,0.4364914685319294,0.4084850342606299,-0.03269171390204216,-0.42386776135624904,0.22810844700849048,0.1874664421236945,-0.24973280535840175,0.41226802986675,1.1992881092088328,1.3227112872299422,0.9845015892782807,0.5536124055034476
33,0.5915392732384346,0.4889170788015029,-0.10415201110182662,-0.5335039882080999,0.352308785544438,0.19936865550830357,-0.407456503753902,0.22329099477783368,1.3045375224819629,1.679381068505506,1.3496923910499021,0.8012185643679931
