idx,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0,-0.013373505277351993,-0.007142480669457191,-0.010182605088925498,0.01699914880676061,0.015247020607463035,-0.0016727487784854757,-0.012780969379675107,-0.0025129168248209655,-0.03941736205958015,0.002966825370483303,-0.01079803089788392,-0.02867488013013124
1,-0.015461218054636697,-0.007458614932107192,-0.006935571220344931,0.019237962668778488,0.013166588443478844,0.002059503349611115,-0.008987520572252522,-0.0019165699303162337,-0.04225702985773752,-0.0056198283996854725,-0.016024297171496442,-0.023686020251161753
2,-0.017034625519869874,-0.011551597138861024,-0.009269107971636005,0.02128590853615513,0.010979549239066307,-0.002032024093143292,-0.00859626776829465,-0.002611656981677736,-0.046775488517371636,-0.010293054326808895,-0.019214755200707118,-0.0227669717725239
3,-0.014299661500686036,-0.008094601543414126,-0.007608099892975669,0.017279933903163493,0.007699354562072981,-0.0013623034995097587,-0.0089391947903389,-0.0034490073685005257,-0.048545078873757364,-0.013179943348327484,-0.026470812025135522,-0.02151493838509062
4,-0.016588390684937466,-0.005134938829992587,-0.00024893290265641,0.011875360891138834,0.005039629272712777,-0.0012517058379350327,-0.0070119906697978535,-0.0018270570113066084,-0.048575318708445024,-0.014191230218459097,-0.03244265773045983,-0.022565481739981876
5,-0.018691165629274083,-0.007588438187347724,0.0007063767815058148,0.016249687895072654,0.004075769204387483,0.0019324176669417298,-0.0041026925856125504,-0.0015340243372008316,-0.05089247977864803,-0.009839181817095685,-0.028449429228126787,-0.029788388249443343
6,-0.010813266399194582,-0.007231468262467573,-0.0029201503066121053,0.013641104865708832,0.009319489508354473,0.00472104714848182,-0.011323828024091234,-0.0023714856198774267,-0.0506436636661882,0.0010160495376009826,-0.01665640653424373,-0.02707395152612013
7,-0.011151790349734292,-0.0033646251512219755,-0.0031550024933356888,0.0160953360068011,0.005343464110173104,0.0017974775190106838,-0.00495026154551469,0.011497591140022627,-0.04717737373195642,-0.00015119871088684067,-0.028414564470669777,-0.028703203640352674
8,-0.040081759148698444,-0.018656199253202596,0.002767190512764239,0.03317396615152138,-0.010738212458159098,-0.004711461098824487,0.013872625008856363,0.03518879680571059,-0.03767932067207686,-0.023306134724217713,-0.04739829654307206,-0.03798316152496339
9,-0.07450615442426642,-0.049764765420928884,0.005642320205973334,0.06927708200068036,-0.025967232112066453,-0.017682388830464586,0.17612002853823583,0.12274136959910945,-0.02048087609694018,-0.07094401224596132,-0.1104189649476312,-0.12644128486001072
10,-0.04416975565693689,-0.02819239737647046,0.0001370257651295663,0.043557203048222456,-0.007184856206523812,-0.008330408981738667,0.12055756760163112,0.11836099570744224,-0.038128565949382284,-0.04240186791765528,-0.08291981602080332,-0.07077669415868806
11,0.02675232774749272,0.014883136258574806,-0.016944508873306636,-0.01567333630524847,0.0349570387251343,0.0036553012416585227,-0.14383047441926727,-0.09340465579823116,-0.08568273407395134,0.04370049281843375,0.06686533881306056,0.043579246200140864
12,0.04065765125817365,0.015598580259899377,-0.02400245351812991,-0.021416492957592514,0.04118461086936686,-0.001482846741062794,-0.10801045244162435,-0.07871394130858234,-0.07782612539869274,0.04199306482134829,0.05830360006928883,0.03377003298674196
13,0.019670383269252245,0.0016582850661788044,-0.01787959328514269,-0.008405823717635014,0.028015870081720205,-0.005477442189575174,-0.07085404318885524,-0.05353040153503917,-0.06919899637999871,0.023384227652374488,0.02877167293655374,0.01179269069369858
14,-0.009617435738181794,-0.01525231957114892,-0.005662527838499487,0.015891785201309627,0.014331931831890746,-0.010826520012496853,-0.03674581287845183,-0.024363571668572497,-0.06583877124040138,0.008475201143799384,0.0004441944734351194,-0.01780834653008042
15,-0.022511546224723376,-0.016291608338562386,-0.0016220932923545258,0.023476248001415425,0.0053690197044307135,-0.0015949959962719557,-0.03755855251831098,-0.022353109800414855,-0.06858590876392884,-0.0008982590276772756,-0.0005216903702548494,-0.014908015671685853
16,-0.019480926209260816,0.006069342769562405,0.010251615684852165,0.014361821535804897,0.0023855590925996126,0.015261606282425833,-0.05025128894456975,-0.04310400214780663,-0.0775049239689572,-0.010633494690287695,0.003970618713643299,-0.005533572720993404
17,-0.015622702011886255,0.018139165167708145,0.013088469612496226,0.0033794419374164504,0.0021627679714991445,0.02254184973403698,-0.06159470801679409,-0.06256038304891041,-0.08647366501956238,-0.014454556553524095,0.008070666637925016,-0.0032587887193785275
18,-0.00032223213730456224,0.021440727985921077,0.011979368649445113,-0.005753537153594616,0.0016727003933518477,0.023549513070024404,-0.07170763546339663,-0.07698021264244666,-0.0957867922726596,-0.012314388763669644,0.016103576702502724,0.00376677713078819
19,0.013592599773616435,0.024795663365252553,0.009586449827581514,-0.013602474702058642,0.00760315884523318,0.02437396382351157,-0.08634122888496557,-0.08752230758268519,-0.10695539530876644,-0.012464696386750705,0.016789375260132133,0.013467264625334808
20,0.01016361022215087,0.03064473593081783,0.010175361021945516,-0.01351278880055615,0.015551832400345501,0.02883330879465463,-0.09807339249935663,-0.0922399497358271,-0.11508066095319487,-0.01877335966247979,0.014358634922131328,0.01692432754185564
21,0.013288657302579701,0.036004258298752555,0.005764073107673357,-0.019350640948945258,0.019319924721795792,0.03242613788810075,-0.09879854775981048,-0.08964174533684323,-0.11340665081436836,-0.018050463900806994,0.01759563417446376,0.01697284620323801
22,0.013430923340648816,0.045903746443371786,0.015534904459581469,-0.025546920281538467,0.013006024578195843,0.03525694338839486,-0.09561603931132218,-0.08649653498121708,-0.10854245748554929,-0.007640889281220843,0.015561707502572186,0.02409489502361068
23,0.017152513098467104,0.054973577073395105,0.023974094705602397,-0.02687193802385244,0.013181417101598761,0.04757384819697292,-0.09471261672194822,-0.08171224854974816,-0.1046536986167995,-0.003341436242934717,0.022233622312642955,0.02341148246191169
24,0.01301290543662711,0.06470130530131751,0.03184216500728461,-0.034938017197283205,0.007148458719384821,0.05983321332255888,-0.09789436116086955,-0.07960622458335512,-0.1062325606701236,-0.002761723246893756,0.020398458582597853,0.02629489168255209
