idx,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
0,-0.020953102622180624,-0.036127350356271744,-0.0355506453794365,0.039983871638720275,0.004708688997788202,-0.027668616402128077,-0.006863296190544738,0.04882082973758928,-0.0047400967660630455,-0.020655284026733764,-0.007788056999334658,-0.018606221027979687
1,-0.016178771860451826,-0.037211643620128035,-0.03565776875449972,0.040187631525451434,0.007199470600871578,-0.02769123527604114,-0.008357501997489282,0.04961048095335727,-0.003307686651423697,-0.024602341385403015,-0.008617402852870784,-0.018340547253880207
2,-0.011199757358974789,-0.03721904912316903,-0.03579667672819045,0.03701262819729259,0.010936605271227782,-0.028624699599030155,-0.00827603285413258,0.04947197610631296,-0.0008487676579532477,-0.026647059263921483,-0.009805755352350454,-0.01899204703509689
3,-0.009490130724179261,-0.034937770620266005,-0.035383500829837114,0.03286752902773478,0.012772800473907407,-0.026477362572070517,-0.0083113977877627,0.046414451219694036,0.000518423834844628,-0.028335463851420287,-0.009164137004543216,-0.021247714240573465
4,-0.008831352093761197,-0.0335253539845944,-0.02257536500218298,0.03200230103111226,0.01381741312336853,-0.030807518970336005,-0.008364608285177488,0.04145956856717514,0.0005366893394268546,-0.027968605503494726,-0.008682000458572592,-0.024464112152423965
5,-0.010058934397428453,-0.03446928183624948,-0.015528610345180095,0.03267567743972484,0.01565010938778552,-0.03285734118565363,-0.008405772554338442,0.0384772274053152,0.000846687442933175,-0.028190345048920748,-0.0101292431578561,-0.02597641780977003
6,-0.01391704686998833,-0.03447771600773746,-0.01592523019106041,0.030596194152068445,0.017725666672387813,-0.03328719685034831,-0.008388379510538259,0.038396535179727465,0.0008645813756725518,-0.028874295573639436,-0.013413390906497416,-0.029137590704123556
7,-0.01252067573875872,-0.03331262100727611,-0.024503974821338516,0.02586393272526229,0.0193833073907138,-0.03376951846443845,-0.008370866313209595,0.03878404914095085,-0.0019784047023166385,-0.029155478201468923,-0.01480085536899814,-0.028580342091176873
8,-0.012186902309323362,-0.031542405583382706,-0.03364397812173292,0.021303138463515395,0.018110088331931676,-0.035051296496040156,-0.0070868159681805876,0.03869959327541045,-0.006841053823145149,-0.02795652472647571,-0.010461150731034735,-0.026140648150000605
9,-0.01532622140750416,-0.030849284461106553,-0.03937511147356638,0.018651500585527687,0.013810223881374227,-0.035921255893110564,-0.007365823277234618,0.0390885818205986,-0.0097485889410244,-0.02578355996331126,-0.006798627514451122,-0.028704042342861315
10,-0.018471792064355248,-0.02876102834651701,-0.034261081137346494,0.020130413713685697,0.009226258055954437,-0.035030854038457654,-0.007352875666030434,0.03906881450368985,-0.009731077305399044,-0.024578881703764002,-0.0069339329116673565,-0.0290167655653756
11,-0.020578601987491094,-0.02994795138362491,-0.028131226756007315,0.024795677456136058,0.006162751845980773,-0.03388348764160146,-0.004256340772655846,0.036083535563079194,-0.009129698072940534,-0.02482907980428968,-0.007840241847395221,-0.0289149218170925
12,-0.022596862984843587,-0.030587898415409938,-0.026737678556399674,0.026487063016991105,0.0052037862893031875,-0.03468109041341005,0.0007749375143449311,0.030833734079679237,-0.009112177620628603,-0.02542859561937466,-0.00999988228317085,-0.02754073090652935
13,-0.022600604131511524,-0.025184718452924762,-0.024621525053081638,0.024235275404137707,0.006886344683189771,-0.03459761962616902,0.0026996580654129257,0.027837269126927133,-0.009223541846160699,-0.025269102521607925,-0.008450730298672687,-0.025711499429758672
14,-0.019766283593129392,-0.024882274844147616,-0.020636254194936386,0.024688918513431805,0.00957590390165533,-0.035141383199292726,0.002395133063557646,0.02921918273628671,-0.009194587807542565,-0.025603996431953754,-0.00881051184215316,-0.024005026011303207
15,-0.018092457111654397,-0.030234721093995644,-0.019901606436163802,0.029981228965411232,0.011177286819744937,-0.03842407468888487,0.0022657718473156896,0.03214723534701866,-0.009060962885713175,-0.02576526575459731,-0.0079678608662936,-0.02442406579904101
