epoch,train_loss,train_auc,train_f1,train_recall,train_brier,val_loss,val_auc,val_f1,val_recall,val_brier
59,0.03318102328808277,1.0,0.9752066115702479,1.0,0.018218376615350026,1.081473535595678,0.5131513647642679,0.0,0.0,0.13427712662243912
60,0.03265457358013359,1.0,0.9752066115702479,1.0,0.018116083955938046,1.0837399096778744,0.5141439205955336,0.0,0.0,0.13394763056615103
61,0.0325033679921202,1.0,0.9752066115702479,1.0,0.018386541422485612,1.0833340507844536,0.513151364764268,0.0,0.0,0.13406226254127307
62,0.03217655805147384,1.0,0.9752066115702479,1.0,0.018123640487665498,1.0879637813041223,0.5099255583126551,0.0,0.0,0.13401576109411248
63,0.031309018199636635,1.0,0.9752066115702479,1.0,0.017696868246572225,1.0935005720149087,0.5074441687344914,0.0,0.0,0.13403256716933393
64,0.03067881701054511,1.0,0.9752066115702479,1.0,0.017322673885318968,1.0932757413189713,0.5129032258064516,0.0,0.0,0.13382946991918465
65,0.030515773059116343,1.0,0.9752066115702479,1.0,0.017170289941886702,1.0919615234459303,0.5176178660049626,0.0,0.0,0.1335699961245624
66,0.030030154362496828,1.0,0.9752066115702479,1.0,0.01684360100087948,1.0937689358358225,0.5178660049627792,0.0,0.0,0.13343161789056335
67,0.030287159897096745,1.0,0.9752066115702479,1.0,0.017075908276116807,1.0923082150148424,0.5158808933002481,0.0,0.0,0.13368877758836703
68,0.030384435675765577,1.0,0.9752066115702479,1.0,0.017076859185800833,1.0916337683714556,0.5161290322580645,0.0,0.0,0.13366668631665518
69,0.03003437412680603,1.0,0.9752066115702479,1.0,0.016769960260460192,1.0920285519974007,0.5143920595533499,0.0,0.0,0.13361498662148266
70,0.02976126151891709,1.0,0.9752066115702479,1.0,0.016618954310081712,1.0942553143474938,0.5148883374689827,0.0,0.0,0.13343691656711248
71,0.02842332240207277,1.0,0.9833333333333333,1.0,0.01576026898160188,1.099291121103487,0.5143920595533499,0.0,0.0,0.1330646517239312
72,0.028151693356959006,1.0,0.9833333333333333,1.0,0.015624489689097566,1.0998438115936617,0.51712158808933,0.0,0.0,0.13286807236036136
73,0.028309816230691027,1.0,0.9752066115702479,1.0,0.015824473137362464,1.0988000782813816,0.5161290322580645,0.0,0.0,0.133088137628452
74,0.02738975830719209,1.0,0.979253112033195,1.0,0.015445882725004764,1.1028032882437522,0.5156327543424317,0.0,0.0,0.13294834221140378
75,0.02724514799819294,1.0,0.979253112033195,1.0,0.015504542586753827,1.1036760240628574,0.5141439205955335,0.0,0.0,0.1330754435920053
76,0.027960011832319297,1.0,0.979253112033195,1.0,0.01600632428819564,1.1003792397883716,0.5156327543424317,0.0,0.0,0.13313572589257636
77,0.027346540660264217,1.0,0.979253112033195,1.0,0.015582881185407732,1.1024724133106885,0.513151364764268,0.0,0.0,0.13295494389643425
78,0.027397660272462026,1.0,0.979253112033195,1.0,0.0156396637081078,1.1024455978066883,0.5138957816377171,0.0,0.0,0.13296172168933634
79,0.026737957946525132,1.0,0.979253112033195,1.0,0.015262884945103701,1.1052668865214395,0.5129032258064516,0.0,0.0,0.13286021728742112
80,0.026279862583070607,1.0,0.979253112033195,1.0,0.014878695853412076,1.107548971861107,0.5114143920595534,0.0,0.0,0.13277862849178826
81,0.026046053309613727,1.0,0.979253112033195,1.0,0.014707564103480735,1.1082155658395252,0.5094292803970224,0.0,0.0,0.13276521852171352
82,0.025598503957110004,1.0,0.979253112033195,1.0,0.014452402019027939,1.10900009995666,0.5086848635235732,0.0,0.0,0.13277182475541477
83,0.026103324510834434,1.0,0.979253112033195,1.0,0.014736428363468206,1.1055099970727995,0.5099255583126551,0.0,0.0,0.13279839188687145
84,0.025931997888819384,1.0,0.979253112033195,1.0,0.014693979461018586,1.1074446564879865,0.5104218362282879,0.0,0.0,0.13281542619807088
85,0.025662441618098417,1.0,0.979253112033195,1.0,0.014520372309662091,1.10835517901742,0.5084367245657568,0.0,0.0,0.1328515250735796
86,0.02555292890293891,1.0,0.979253112033195,1.0,0.014503369781719126,1.1099746075782986,0.5076923076923077,0.0,0.0,0.13289127387588281
87,0.025117215186955654,1.0,0.979253112033195,1.0,0.014256844821354019,1.1114351690144828,0.5074441687344913,0.0,0.0,0.1327745961052945
88,0.025381899530061442,1.0,0.979253112033195,1.0,0.014345585277306545,1.1084715279426365,0.5076923076923077,0.0,0.0,0.13280501477265116
89,0.0256450480881555,1.0,0.979253112033195,1.0,0.014601157353736436,1.1093783134913575,0.5079404466501241,0.0,0.0,0.1328211149791552
90,0.025449878231588192,1.0,0.979253112033195,1.0,0.014470897135073811,1.1096793538299055,0.5081885856079404,0.0,0.0,0.13274804390995648
91,0.025405644196159302,1.0,0.979253112033195,1.0,0.014446776044001419,1.110157983737756,0.5079404466501241,0.0,0.0,0.13274324808426147
92,0.02514194692523519,1.0,0.979253112033195,1.0,0.014247520249103893,1.11097325014146,0.5084367245657568,0.0,0.0,0.1326931426082412
93,0.02530201667877972,1.0,0.979253112033195,1.0,0.014462951168168684,1.1112360308842106,0.5081885856079404,0.0,0.0,0.132778555976257
94,0.025482283705029606,1.0,0.979253112033195,1.0,0.01456274198721343,1.1096344514446363,0.5089330024813895,0.0,0.0,0.13279835671252985
95,0.025421900333838874,1.0,0.979253112033195,1.0,0.014523167919531123,1.1098988754314612,0.5086848635235732,0.0,0.0,0.13278107393251912
96,0.025383720002901313,1.0,0.979253112033195,1.0,0.0145180185125535,1.1094935796537453,0.5091811414392059,0.0,0.0,0.13280987032895442
97,0.024933302031726595,1.0,0.979253112033195,1.0,0.014243832668439451,1.1129916036985197,0.5079404466501241,0.0,0.0,0.13275118751508164
98,0.02520320971563476,1.0,0.979253112033195,1.0,0.01437755391602753,1.1112995246497308,0.5084367245657568,0.0,0.0,0.1328225591443314
99,0.025342981699401117,1.0,0.979253112033195,1.0,0.014535548430216432,1.1111329570001,0.5089330024813896,0.0,0.0,0.13282054496472395
100,0.02517261504555185,1.0,0.979253112033195,1.0,0.01440811789206093,1.1118936565040884,0.5081885856079404,0.0,0.0,0.13277519856491402
